"phosphoenolpyruvate ","produce=pyruvate, enzyme= pyruvate kinase, increase= fructose-1,6-BP, decrease= ATP, and Alanine. "
"pyruvate ","produce= acetyl-coA, enzyme= pyruvate dehydrogenase, decrease= ATP, NADH, and acetyl-coA. "
"FBPase-2 and PFK-2 ","are part of the same complex but respond in opposite manners to phosphorylation by protein kinase A "
"Fasting PFK-2","Fasting state= increase glucagon== increase cAMP== increase protein kinase A = increase FBPase-2, decrease PFK-2"
,"PFK-2 increase fructose-2,6-bisphosphate, stimulate PFK-1, increase glycolysis "
"fed state of PFK-2","increase insulin= decrease cAMP = decrease protein kinase A = decrease FBPase-2, increase PFK-2 "
"pyruvate metabolism ","pyruvate ---Lactate ( H+, NADH and LDH needed, NAD+ produced)= .End of anaerobic glycolysis (major pathway in RBCs, leukocytes, kidney medulla, lens, testes, and cornea).   Pyruvate --- acetyl-coA, ( NAD+, PDH, B1 needed ) = transition from glycolysis to TCA cycle. "
"pyruvate to alanine ","ALT needed. Alanine carries amino
groups to the liver from
Muscle"
"pyruvate to oxaloactetate ","PC,biotin, CO2, and ATP needed. Oxaloacetate can replenish
TCA cycle or be used in
Gluconeogenesis"
"cori cycle ","muscle/RBC through anaerobic glycolysis to produce lactate, lactate goes to liver, in liver produce glucose, send to muscle/RBC "
"pyruvate to acetyl-coA","Produce 1 NADH, 1 CO2. PDH needed. "
"TCA cycle ","Produces 3 NADH, 1 FADH2, 2 CO2, 1 GTP per acetyl- CoA = 12 ATP/acetyl-CoA (2× everything per glucose)."
"α-ketoglutarate dehydrogenase","requires same cofactors as the pyruvate dehydrogenase complex (B1, B2, B3, B5, lipoic acid)."
"NADH produced in TCA cycle ","1. isocitrate to a-ketoglutarate ( CO2 produced also) 2. a-ketoglutarate to succinyl-coA ( CO2 produced also) 3. malate to oxaloacetate "
"FADH2 produced ","succinate to fumarate"
"GTP produced ","Succinyl-coA to succinate  ( CoA produced) "
"Electron transport inhibitors","Rotenone, CN–, antimycin A, CO."
"ATPase inhibitors","Oligomycin."
"Uncoupling agents","aspirin, 2,4-DNP, aspirin, and thermogenin in brown fat."
"Electron transport","1 NADH → 3 ATP; 1 FADH2 → 2 ATP."
,"NADH electrons from glycolysis and TCA cycle enter mitochondria via the malate-aspartate or glycerol-3-phosphate shuttle. FADH2 electrons are transferred to complexII ( at a lower energy level than NADH). "
"Pyruvate carboxylase","Requires biotin, ATP. Activated by acetyl-CoA."
"PEP carboxykinase","In cytosol. Oxaloacetate → phosphoenolpyruvate."
,"Requires GTP."
"Pathway Produces Fresh Glucose.","Pyruvate carboxylase, PEP carboxykinase, Fructose-1,6- bisphosphatase, Glucose-6- phosphatase"
"muscle cannot gluconeogenesis"," it lacks glucose-6-phosphatase"
"HMP shunt, pentose phosphate pathway","Produces NADPH from glucose-6-phosphate, yields ribose for nucleotide syn, and glycolytic intermediates, 2 distinct phases, both occur in cytoplasm, No ATP is used or produced. "
"Oxidative phase of HMP ","Glucose-6-phosphate dehydrogenase"
,"Gucose-6-pi---- 2 NADPH, ribulose-5-Pi, CO2, "
,"NADPH (for fatty acid and steroid synthesis, glutathione reduction, and cytochrome P-450)"
"nonoxidative phase of HMP ","Transketolases (require thiamine)"
,"ribulose-5-Pi----- ribulose-6-Pi, G3P, F6P. "
"respiratory burst ( oxidative burst)","involves the activation of membrane-bound NADPH oxidase ( in neutrophils, macrophages). Results in the rapid release of reactive oxygen intermediates ( ROIs) "
"O2 to O2 *","NADPH oxidase. Deficiency = chronic granulomatous disease. "
"O2 * to H2O2 ","superoxide dismutase"
"H2O2 to HOCl","myeloperoxidase"
"H2O2 plus GSH","catalase/Glutathione peroxidase, "
"GSSG + NADPH ","produce GSH + NADP+, glutathione reductase. "
"NADP+ + G6P","produce NADPH and 6PG, enzyme = G6PD, "
"WBCs of  patients with Chronic granulomatous disease","can utilize H2O2 generated by invading organisms and convert it to ROIS. Patients are at increase risk for infection by catalase-positive species ( e. G. S. aureus, aspergillus) because they neutralize their own H2O2, leaving  WBC without ROIs for fighting infections. "
"Infection + G6P deficiency + hemolysis in RBC","free radical generated via inflammatory response can diffuse into RBCs and cause oxidative damage. "
,"G6PD deficiency is more prevalent among blacks."
,"X-linked recessive disorder. ↑ malarial resistance."
"Galactokinase deficiency symptoms ","galaxtose appears in blood and urine, infantile cataracts. May initially present as failure to track objects or to develop a social smile"
"Lactase deficiency","Age-dependent and/or hereditary lactose intolerance (blacks, Asians) due to loss of brush-border enzyme."
,"Symptoms: bloating, cramps, osmotic diarrhea. Treatment: avoid milk or add lactase pills to diet."
"sorbitol ","from glucose through enzyme ( aldose reductase), then enzyme ( sorbitol dehydrogenase) to fructose in organ ( liver, ovaries, and seminal vesicles). "
,"in schwann cells, lens, retina, and kidney, no sorbitol dehydrogenase, sorbitol accumulation, osmotic pressure, then water into cell. Leads to cataracts, retinopathy, and peripheral neuropathy in prolonged hyperglycemic diabets. So does fructose, and galactose like glucose. "
"Glucogenic/ketogenic","Ile, Phe, Tyr, Thr."
"Glucogenic","Met, Val, Arg, His."
,"Only L-form amino acids are found in proteins."
"Basic","Arg and His are required during periods of growth."
,"Arg and Lys are ↑ in histones, which bind negatively charged DNA."
,"Arg is most basic.His has no charge at body pH."
"Urea cycle ","amino acid catabolism results in the formation of common metabolites ( e. g = pyruvate, acetyl-CoA). Urea ( NH2-CO-NH2), NH2 from ( NH4+ and aspartate), CO from CO2"
"Ordinarily, careless crappers Are Also Frivolous About Urination ","Ornithine, Carbamoyl phosphate, Citrulline, Aspartate, Argininosuccinate, fumarate, Arginine, Urea. "
"Transport of ammonium by alanine and glutamine"," Glutamate + pyruvate== a-ketoglutarate + alanine. Amino acid + a-ketoglutarate== a-ketoacids + glutarate. "
,"in liver, produce glucose, and Urea from glutamate "
"Ammonia intoxication","tremor, slurring of speech, somnolence, vomiting, cerebral edema, blurring of vision."
"ornithine transcarbamoylase deficiency ","Most common urea cycle disorder. X-linked recessive ( other urea cylce enzyme deficiency are autosomal recessive). Interferes with the body's ability to eliminate ammonia. Often evident in the first few days of life. But may present with late onset. Excess carbomoyl phosphate is converted to orotic acid ( part of pyrimidine syn pathway). Findings= orotic acid in blood and urine, decrease BUN, symptoms of hyperammonemia. "
"breakdown products via MAO and COMT "," Dopamine= HVA, Norepinephrine= VMA,  Epinephrine= metanephrine. "
"maternal PKU ","lack of proper dietary therapy during pregnancy. Findings in infant= microcephaly, mental retardation, growth retardation, congenital heart defects. "
"Phenylketones–","phenylacetate,"
,"phenyllactate, and"
,"phenylpyruvate."
"PKU ","Autosomal-recessive disease."
,"Incidence ≈ 1:10,000. Disorder of aromatic amino"
,"acid metabolism → musty body odor."
"ocular albinism ","X-linked recessive "
"albinism ","Lack of melanin results in an ↑ risk of skin cancer."
,"Variable inheritance due to locus heterogeneity."
"Homocystinuria","result in excess homocysteine, and cysteine becomes essential."
,"Can cause mental retardation, osteoporosis, tall stature, kyphosis, lens subluxation (downward and inward), and atherosclerosis (stroke and MI)."
"cysteine metabolism ","methionine get rid of CH3 vis Sam = homocysteine. Homocysteine to cystathionine through enzyme ( cystathionine synthase with B6), then to cysteine. "
,"Homocysteine with CH3 THF through enzyme ( homocysteine methyltransferase with B12) to THF and Methionine. "
"Cystinuria","Treat with acetazolamide to alkalinize the urine."
,"Cystine is made of 2 cysteines connected by a disulfide bond."
,"Autosomal-recessive disease."
"I Love Vermont maple syrup.","blocked degradation of branched amino acids (Ile, Val, Leu) due to ↓ α-ketoacid dehydrogenase."
"hartnup disease ","an autosomal recessive disorder. Defective neutral amino acid transporter on renal and intestinal epithelial cells. Causes tryptophan excretion in urine and absorption from the gut. Leads to pellagra. "
"Insulin with glycogen ","Insulin dephosphorylates (↓ cAMP → ↓ PKA= protein kinase A)."
,"insulin bind with receptor tyrosine kinase dimerizes, through protein phosphatase, dephosphate of glycogen phosphorylase and glycogen phosphrylase kinase, make them inactive, stop break down glycogen. "
"glucagon and epinephrine with glycogen ","glucagon from liver, Epi from liver and muscle through Adenylyl cyclase, increase cAMP, increase protein kinase A, phosphalase Glycogen phosphorylase kinase and glycoen phosphorylase, make them active, break down glycogen. "
,"Ca++ /Calmodulin in muscle activates phosphorylase kinase==glycogenolysis. "
"glycogen ","Branches have α (1,6) bonds; linkages have α (1,4) bonds."
,"􏰊 UDP-glucose pyrophosphorylase 􏰆 Glycogen synthase 􏰇 Branching enzyme 􏰈 Glycogen phosphorylase"
,"􏰉 Debranching enzyme"
,"A small amount of glycogen is degraded in lysosomes by α-1,4- glucosidase"
,"glucose-1-phosphate through UDP-glucose pyrophosphorylase to UDP-glucose, then through enzyme ( glycogen synthase) to storage form of glycogen "
"Glucose-6-phosphate ","through enzyme ( glucose-6-phosphatase) to glucose +Pi"
,"Von Gierke’s disease = enzyme deficiency "
"Pompe’s trashes the Pump (heart, liver, and muscle).","Lysosomal α-1,4- glucosidase (acid maltase) deficiency "
"Debranching enzyme α-1,6-glucosidase deficiency ","Gluconeogenesis is intact.normal blood lactate levels"
"Lysosomal storage diseases XR ","Fabry’s disease of defiency =α-galactosidase A = Sphingolipidoses= accumulate Ceramide	trihexoside"
,"Hunter’s syndrome = Iduronate sulfatase deficiency =  Mucopolysaccharidoses = accumulate Heparan sulfate,	 dermatan sulfate"
"fatty acid syn ","start from acetyl-coA in mitochondrial, through citrate shuttle to cytoplasm, then + CO2 ( biotin) to malonyl-CoA, then make 16 C FA ( palmitate). "
,"SYtrate = SYnthesis."
"fatty acid degradation ","Fatty acid + CoA through enyzme ( fatty acid CoA synthetase) to Acyl-CoA ( in cytoplasm), then through carnitine shuttle to mitochondrial, through b-oxidation breakdown to acetyl-CoA groups, finally get ketone bodies + productor to TCA cycle. "
,"Fatty acid degradation occurs where its products will be consumed—in the mitochondrion."
"Acyl-CoA dehydrogenase deficiency:"," ↑ dicarboxylic acids, ↓ glucose and ketones."
"Carnitine deficiency:"," inability to utilize LCFAs and toxic accumulation."
,"causes weakness, hypotonia, hypoketotic, and hypoglycemia "
"Ketone bodies","Made from HMG-CoA. Ketone bodies are metabolized"
,"by the brain to 2 molecules of acetyl-CoA."
,"In liver, fatty acid and amino acids are metabolized to acetoacetate and β-hydroxybutyrate (to be used in muscle and brain)."
,"In prolonged starvation and diabetic ketoacidosis, oxaloacetate is depleted for gluconeogenesis. In alcoholism, excess NADH shunts oxaloacetate to malate. Both processes stall the TCA cycle, which shunts glucose and FFA to ketone bodies. "
"Cholesterol synthesis","Rate-limiting step is catalyzed by HMG-CoA reductase, which converts HMG-CoA to mevalonate. 2⁄3 of plasma cholesterol is esterified by lecithin-cholesterol acyltransferase (LCAT)."
"Essential fatty acids","Linoleic and linolenic acids."
,"Arachidonic acid, if linoleic acid is absent."
,"Eicosanoids are dependent on essential fatty acids."
"100-meter sprint (seconds) energy use ","stored ATP, creatine phosphate, anaerobic  glycolysis."
,"1 g protein or carbohydrate = 4 kcal. 1 g fat= 9 kcal "
"1000-meter run (minutes)","+ oxidative phosphorylation."
"Marathon (hours)","Glycogen and FFA oxidation; glucose conserved for final sprinting."
"Fasting and starvation","Priorities are to supply sufficient glucose to brain and RBCs and to preserve protein"
"Days 1–3","lood glucose level maintained by: 1. Hepatic glycogenolysis and glucose release 2. Adipose release of FFA 3. Muscle and liver shifting fuel use from glucose"
,"to FFA 4. Hepatic gluconeogenesis from peripheral tissue"
,"lactate and alanine, and from adipose tissue glycerol and propionyl-CoA from odd-chain FFA metabolism (the only triacylglycerol components that can contribute to gluconeogenesis)"
"After day 3","Muscle protein loss is maintained by hepatic formation of ketone bodies, supplying the brain and heart."
"After several weeks","Ketone bodies become main source of energy for brain, so less muscle protein is degraded than during days 1–3. Survival time is determined by amount of fat stores. After this is depleted, vital protein degradation accelerates, leading to organ failure and death."
"Pancreatic lipase","degradation of dietary TG in small intestine."
"Lipoprotein lipase (LPL)","degradation of TG circulating in chylomicrons and VLDLs."
"Hepatic TG lipase (HL)","degradation of TG remaining in IDL."
"Hormone-sensitive lipase","degradation of TG stored in adipocytes."
"Lecithin-cholesterol acyltransferase (LCAT)","catalyzes esterification of cholesterol"
"Cholesterol ester transfer protein (CETP)","mediates transfer of cholesterol esters to
other lipoprotein particles."
"A-I–","Activates LCAT."
"B-100–","Binds to LDL receptor, mediates VLDL secretion."
"C-II––","Cofactor for lipoprotein lipase."
"B-48","Mediates chylomicron secretion."
"E–","Mediates Extra (remnant) uptake."
"Lipoprotein functions","Lipoproteins are composed of varying proportions of cholesterol, triglycerides, and phospholipids."
,"LDL transports cholesterol from liver to tissue; HDL transports it from periphery to liver."
"Chylomicron","Delivers dietary triglycerides to peripheral tissues. Delivers cholesterol to liver in the form of chylomicron remnants, which are mostly depleted of their triacylglycerols. Secreted by intestinal epithelial cells. Excess causes pancreatitis, lipemia retinalis, and eruptive xanthomas."
,"Apolipoproteins"
,"B-48, A-IV, C-II, and E"
"VLDL","Delivers hepatic triglycerides to peripheral tissues. Secreted by liver. Excess causes pancreatitis."
,"B-100, C-II, and E"
"IDL","Formed in the degradation of VLDL. Delivers triglycerides and cholesterol to liver, where they are degraded to LDL."
,"B-100 and E"
"LDL","Delivers hepatic cholesterol to peripheral tissues. Formed by lipoprotein lipase modification of VLDL in the peripheral tissue. Taken up by target cells via receptor-mediated endocytosis. Excess causes atherosclerosis, xanthomas, and arcus corneae."
,"B-100"
"HDL","Mediates centripetal transport of cholesterol (reverse cholesterol transport, from periphery to liver). Acts as a repository for apoC and apoE (which are needed for chylomicron and VLDL metabolism). Secreted from both liver and intestine."
"hyperchylomicronemia","Chylomicrons increased, TG, cholesterol increased in blood level, Lipoprotein lipase deficiency or altered apolipoprotein C-II. Causes pancreatitis, hepatosplenomegaly, and eruptive/pruritic xanthomas but no increase of athrosclerosis "
"hypercholesterolemia","LDL increased, Cholesterol increased in blood level. Autosomal dominant, absent or decrease LDL receptors. Causes accelerated atherosclerosis, tendon ( achilles) xanthomas, and corneal arcus.  "
"hypertriglyceridemia","VLDL increase, TG increased in blood level, hepatic overproduction of VLDL. Causes pancreatitis. "
"Abeta-lipoproteinemia ","hereditary inability to syn lipoproteins due to deficiency in apoB-100 and apoB-48. Autosomal recessive. Symptoms appear in the first few months of life. Intestinal biospy shows accumulation within enterocytes due to inability to export absorbed lipid as chylomicrons. Findings: failure to thrive, steatorrhea, acanthocytosis, ataxia, and night blindness. "
"Polymerase chain reaction (PCR)","Molecular biology laboratory procedure that is used to synthesize many copies of a desired fragment of DNA.
Steps: 1. DNA is denatured by heating to generate 2 separate strands 2. During cooling, excess premade DNA primers anneal to a specific sequence on each
strand to be amplified 3. Heat-stable DNA polymerase replicates the DNA sequence following each primer
These steps are repeated multiple times for DNA sequence amplification."
"agarose gel eletrophoresis ","used for size separation of PCR products ( smaller molecules travel further), compared against DNA ladder. "
"Southern blot","A DNA sample is electrophoresed on a gel and then transferred to a filter. The filter is then soaked in a denaturant and subsequently exposed to a labeled DNA probe that recognizes and anneals to its complementary strand. The resulting double- stranded labeled piece of DNA is visualized"
,"when the filter is exposed to film."
"Northern blot","Similar technique, except that Northern blotting"
,"involves radioactive DNA probe binding to"
,"sample RNA."
"Western blot","Sample protein is separated via gel electrophoresis"
,"and transferred to a filter. Labeled antibody is"
,"used to bind to relevant protein."
"Microarrays","Thousands of nucleic acid sequences are arranged"
,"in grids on glass or silicon. DNA or RNA probes are hybridized to the chip, and a scanner detects the relative amounts of complementary binding."
,"used to profile gene expression levels or to detect single nucleotide polymorphisms (SNPs)"
"Enzyme-linked immunosorbent assay (ELISA)","A rapid immunologic technique testing for antigen-antibody reactivity.
Patient’s blood sample is probed with either 1. Test antigen (coupled to color-generating
enzyme)––to see if immune system
recognizes it; or 2. Test antibody (coupled to color-generating
enzyme)––to see if a certain antigen is
present If the target substance is present in the sample,
the test solution will have an intense color reaction, indicating a positive test result."
"Fluorescence in situ hybridization (FISH)","Fluorescent probe binds to specific gene site of interest. Specific localization of genes and direct visualization of anomalies (e.g., microdeletions)
at molecular level ( when deletion is too small to be visualized by karyotype.)"
,"Fluorescence = gene is present. No fluorescence= gene has been deleted. "
"palindromic sequences","the sequence on 1 strand reads the same in the same direction on the complementary strand),"
"Cloning methods","Cloning is the production of a recombinant DNA molecule that is self-perpetuating. 1. DNA fragments are inserted into bacterial plasmids that contain antibiotic"
,"resistance genes. These plasmids can be selected for by using media containing the antibiotic, and amplified. Restriction enzymes ligate DNA at 4- to 6-bp palindromic sequences, allowing for insertion of a fragment into a plasmid."
,"2. Tissue mRNA is isolated and exposed to reverse transcriptase, forming a"
,"cDNA (lacks introns) library."
"Sanger DNA sequencing","Dideoxynucleotides halt DNA polymerization at each base, generating sequences of various lengths that encompass the entire original sequence. The terminated fragments are electrophoresed and the original sequence can be deduced."
"Transgenic strategies in mice involve:","1. Random insertion of gene into mouse genome (constitutive). 2. Targeted insertion or deletion of gene through homologous recombination with
mouse gene (constitutive). Knock-out = removing a gene. Knock-in = inserting a gene. Gene can be manipulated at specific developmental points using an inducible Cre-lox system with an antibiotic-controlled promoter (e.g., to study a gene whose deletion causes an embryonic lethal)."
"RNAi–","dsRNA is synthesized that is complementary to the mRNA sequence of interest. When transfected into human cells, the dsRNA separates and promotes degradation of the target mRNA, knocking down gene expression."
"karyotyping","a process in which metaphase chromosomes are stained, ordered, and numbered according to morphology, size, arm-length ratio and banding pattern. Can be performed on a sample of blood, bone marrow, amniotic fluid, or placental tissue. Used to diagnose chromosomal imbalance (e. g. autosomal trisomies, microdeletions, sex chromosome disorders.) "
"Codominance","Neither of 2 alleles is dominant (e.g., blood groups)."
"Variable expression","Nature and severity of the phenotype varies from 1 individual to another."
,"2 patients from neurofibromatosis may have varying disease severity. "
"Incomplete penetrance ","Not all individuals with a mutant genotype show the mutant phenotype."
"Pleiotropy","1 gene has > 1 effect on an individual’s phenotype."
,"PKU causes many seemingly unrelated symptoms ranging from mental retardation to hair/skin changes. "
"Imprinting","Differences in phenotype depend on whether the mutation is of maternal or paternal"
,"origin (e.g., AngelMan’s syndrome [Maternal], Prader-Willi syndrome [Paternal])."
"Anticipation","Severity of disease worsens or age of onset of disease is earlier in succeeding generations"
,"(e.g., Huntington’s disease)."
"Loss of heterozygosity","If a patient inherits or develops a mutation in a tumor suppressor gene, the complementary"
,"allele must be deleted/mutated before cancer develops. This is not true of oncogenes."
,"retinoblastoma "
"Dominant negative mutation","Exerts a dominant effect. A heterozygote produces a nonfunctional altered protein that"
,"also prevents the normal gene product from functioning."
,"mutation of Tx factor in its allosteric site. Nonfunctioning mutant can still bind DNA, preventing wild-type Tx factor from binding. "
"Linkage disequilibrium","Tendency for certain alleles at 2 linked loci to occur together more often than"
,"expected by chance. Measured in a population, not in a family, and often varies in"
,"different populations."
"Mosaicism","Occurs when cells in the body have different genetic makeup (e.g., lyonization––"
,"random X inactivation in females)."
,"can be a germ-line mosaic, which may produce disease that is not carried by parent's somatic cells. "
"Locus heterogeneity","Mutations at different loci can produce the same phenotype (e.g., albinism)."
,"marfan's syndrome, MEN 2B, and homocystinuria, all cause marfanoid habitus. "
"Heteroplasmy","Presence of both normal and mutated mtDNA, resulting in variable expression in"
,"mitochondrial inherited diseases."
"Uniparental disomy","Offspring receives 2 copies of a chromosome from 1 parent and no copies from the"
,"other parent"
"Hardy-Weinberg law assumes:","There is no mutation occurring at the locus There is no selection for any of the genotypes at the locus
Mating is completely random Thereisnomigrationintoor out of the population
being considered"
"Hardy-Weinberg population genetics","Disease prevalence: p2 + 2pq + q2 = 1"
,"Allele prevalence:	p + q = 1 p and q are separate alleles; 2pq = heterozygote"
,"prevalence. The prevalence of an X-linked recessive disease in males = q and in females = q2"
"Imprinting","At a single locus, only 1 allele is active; the other is inactive (imprinted/inactivated by methylation). Deletion of the active allele → disease."
,"Can also occur as a result of uniparental disomy."
,"Chromosome 15. "
"Prader-Willi syndrome","Deletion of normally active paternal allele."
,"Mental retardation, obesity, hypogonadism, hypotonia."
"Angelman’s syndrome","Deletion of normally active maternal allele."
,"Mental retardation, seizures,"
,"ataxia, inappropriate laughter (happy puppet)."
"Autosomal dominant","Often due to defects in structural genes. Many generations, both male and female, affected."
,"Often pleiotropic and, in many cases, present clinically after puberty. Family history crucial to diagnosis."
"Autosomal recessive","25% of offspring from 2 carrier parents are affected. Often due to enzyme deficiencies. Usually seen in only 1 generation."
,"Commonly more severe than dominant disorders; patients often present in childhood."
"Hypophosphatemic rickets.","X-linked dominant"
,"formed known as vitamin D-resistant rickets. Inherited disorder resulting in increase phosphate wasting at proximal tubule. Results in rickets-like presentation. "
"Mitochondrial inheritance","Transmitted only through mother. All offspring of affected females may show signs of disease."
,"Variable expression in population due to heteroplasmy."
"Leber’s hereditary optic neuropathy","mitochondrial myopathies."
,"degeneration of retinal ganglion cells and axons. Leads to acute loss of central vision. "
"Achondroplasia","Autosomal-dominant cell-signaling defect of fibroblast growth factor (FGF) receptor 3. Results in dwarfism; short limbs, but head and trunk are normal size. Associated with advanced paternal age."
"Adult polycystic kidney disease","Always bilateral, massive enlargement of kidneys due to multiple large cysts. Patients present with pain, hematuria, hypertension, progressive renal failure. 90% of cases are due to mutation in APKD1 (chromosome 16). Associated with polycystic liver disease, berry aneurysms, mitral valve prolapse. Juvenile form is recessive."
"Familial adenomatous polyposis","Colon becomes covered with adenomatous polyps after puberty. Progresses to colon cancer unless resected. Deletion on chromosome 5 (APC gene); 5 letters in “polyp.”"
"Familial hypercholesterolemia (hyperlipidemia type IIA)","Elevated LDL owing to defective or absent LDL receptor. Heterozygotes (1:500) have cholesterol ≈ 300 mg/dL. Homozygotes (very rare) have cholesterol ≈ 700+ mg/dL, severe atherosclerotic disease early in life, and tendon xanthomas (classically in the Achilles tendon); MI may develop before age 20."
"hereditary hemorrhagic telangiectasia ( Osler-weber-Rendu syndrome) "," inherited disorder of blood vessels. Findings: telangiectasia, recurrent epistaxis, skin discolorations, arteriovenous malformations ( AVMs)."
"Hereditary spherocytosis","Spheroid erythrocytes; hemolytic anemia; ↑ MCHC. Splenectomy is curative."
"Huntington’s disease","Findings: depression, progressive dementia, choreiform movements, caudate atrophy, and ↓ levels of GABA and ACh in the brain. Symptoms manifest in affected individuals between the ages of 20 and 50. Gene located on chromosome 4; triplet repeat disorder. “Hunting 4 food.”"
"Marfan’s syndrome","Fibrillin gene mutation → connective tissue disorders. Skeletal abnormalities––tall with long extremities, pectus excavatum, hyperextensive"
