"Torsades des pointes","Ventricular tachycardia characterized by shifting sinusoidal waveforms on ECG. Can progress to V-fib. Anything that prolongs the QT interval can predispose to"
,"torsades des pointes."
"congenital long QT syndromes ","most often due to defects in cardiac sodium or potasium channels, can present with severe congenital sensorineural deafness ( Jervell and Lange-Nielsen syndrome). "
"Wolff-Parkinson-White syndrome","Accessory conduction pathway from atria to ventricle (bundle of Kent), bypassing AV node. As a result, ventricles begin to partially depolarize earlier, giving rise to characteristic delta wave on ECG. May result in reentry current leading to supraventricular tachycardia."
"Atrial fibrillation","irregularly irregular) with no discrete P waves in between irregularly spaced QRS complexes. Result in atrial stasis and lead to stroke. Treat with B-blocker or calcium channel blocker, prophylaxis against thromboembolism with warfarin ( coumadin). "
"Atrial flutter","A rapid succession of identical, back-to-back atrial depolarization waves. The identical appearance accounts for the “sawtooth” appearance of the flutter waves. Use IA, IC, or III antiarrhythmics "
"AV block 1st degree ","The PR interval is prolonged (> 200 msec). Asymptomatic."
"2nd degree Mobitz type I (Wenckebach)","Progressive lengthening of the PR interval until a beat is “dropped” (a P wave not followed by a QRS complex). Usually asymptomatic."
"Mobitz type II","Dropped beats that are not preceded by a change in the length of the PR interval (as in type I). These abrupt, nonconducted P waves result in a pathologic condition. It is often found as 2:1 block, where there are 2 P waves to 1 QRS response. May progress to 3rd- degree block."
"3rd degree (complete)","The atria and ventricles beat independently of each other. Both P waves and QRS complexes are present, although the P waves bear no relation to the QRS complexes. The atrial rate is faster than the ventricular rate. Usually treat with pacemaker."
"Ventricular fibrillation","A completely erratic rhythm with no identifiable waves. Fatal arrhythmia without immediate CPR and defibrillation."
"ANP ","diuretic, released from atria in response to increase blood volume and atrial pressure. Causese generalized vascular relaxation. Constricts efferent renal arterioles, dilates afferent arteriols. Involved in “escape from aldosterone” mechanism. "
"receptors ","1. Aortic arch transmits via vagus nerve to medulla (responds only to ↑ BP) 2. Carotid sinus transmits via glossopharyngeal nerve to medulla (responds to ↓ and"
,"↑ in BP)."
"Baroreceptors:","1. Hypotension—↓ arterial pressure → ↓ stretch → ↓ afferent baroreceptor firing → ↑ efferent sympathetic firing and ↓ efferent parasympathetic stimulation → vasoconstriction, ↑ HR, ↑ contractility, ↑ BP. Important in the response to severe hemorrhage."
,"2. Carotid massage—↑ pressure on carotid artery → ↑ stretch → ↑ afferent baroreceptor firing → ↓ HR."
"Chemoreceptors:","1. Peripheral—carotid and aortic bodies respond to ↓ PO2 (< 60 mmHg), ↑ PCO2, and ↓ pH of blood."
,"2. Central—respond to changes in pH and PCO2 of brain interstitial fluid, which in turn are influenced by arterial CO2. Do not directly respond to PO2. Responsible for Cushing reaction— ↑ intracranial pressure constricts arterioles → cerebral ischemia → hypertension (sympathetic response) and reflex bradycardia. Note: Cushing triad = hypertension, bradycardia, respiratory depression."
"Liver","Largest share of systemic cardiac output."
"Kidney","Highest blood flow per gram of tissue."
"Heart","Large arteriovenous O2 difference. ↑ O2 demand is met by ↑ coronary blood flow, not by"
,"↑ extraction of O2."
"PCWP–","pulmonary capillary wedge pressure (in mmHg) is a good approximation of left atrial pressure."
,"Measured with Swan-Ganz catheter."
"heart ","Local metabolites––O2, adenosine, NO"
"brain ","Local metabolites––CO2 (pH)"
"kidney ","Myogenic and tubuloglomerular feedback"
"lungs ","Hypoxia causes vasoconstriction"
"skeletal muscle ","Local metabolites––lactate, adenosine, K+"
"skin ","Sympathetic stimulation most important"
,"mechanism––temperature control"
"Right-to-left shunts (early cyanosis)–– “blue babies”","1. Tetralogy of Fallot (most common cause of early cyanosis)"
,"2. Transposition of great vessels 3. Truncus arteriosus 4. Tricuspid atresia 5. Total anomalous pulmonary venous return"
,"(TAPVR)"
"persistent truncus arteriosus ","failure of truncus arteriosus to divide into pulmonary trunk and aorta "
"tricuspid atresia ","absent of tricuspid valve and hypoplastic right ventricle. Requires both ASD and VSD  for viability "
"TAPVR ","pulmonary veins drains into right heart circulation (SVC, Coronary sinus, etc. ) "
,"Children may squat to ↑ systemic vascular resistance."
"Left-to-right shunts (late cyanosis)–– “blue kids”","1. VSD (most common congenital cardiac anomaly) 2. ASD (loud S1; wide, fixed split S2) 3. PDA (close with indomethacin)"
,"Frequency––VSD > ASD > PDA. ↑ pulmonary resistance due"
,"to arteriolar thickening. → progressive pulmonary"
,"hypertension; right-to-left"
,"shunt (Eisenmenger’s)."
"Tetralogy of Fallot","1. Pulmonary stenosis (most important determinant for prognosis)"
,"2. RVH 3. Overriding aorta (overrides the VSD) 4. VSD Early cyanosis is caused by a right-to-left shunt"
,"across the VSD. On x-ray, boot-shaped heart"
,"due to RVH. Patients suffer “cyanotic spells.” Tetralogy of Fallot is caused by anterosuperior"
,"displacement of the infundibular septum."
"patient for Tetralogy of Fallot ","Patient learns to squat to improve"
,"symptoms: compression of femoral arteries ↑ pressure, thereby ↓ the right-to-left shunt and directing more blood from the RV to the lungs."
"Transposition of great vessels","Aorta leaves RV (anterior) and pulmonary trunk leaves LV (posterior) → separation of systemic and pulmonary circulations. Not compatible with life unless a shunt is present to allow adequate mixing of blood (e.g., VSD, PDA, or patent foramen ovale)."
,"Due to failure of the aorticopulmonary septum to spiral."
"Coarctation of the aorta","Associated with Turner’s syndrome"
"Patent ductus arteriosus","Indomethacin is used to close a PDA. PGE and lower O2  is used to keep a PDA open, which may be necessary to sustain life in conditions such as transposition of the great vessels. Uncorrected PDA can eventually result in late cyanosis in the lower extremities "
,"PDA is normal in utero and normally closes only after birth."
"22q11 syndromes","Truncus arteriosus, tetralogy of Fallot"
"Down syndrome","ASD, VSD, AV septal defect (endocardial cushion defect)"
"Congenital rubella","Septal defects, PDA, pulmonary artery stenosis"
"Turner’s syndrome","Coarctation of aorta"
"Marfan’s syndrome","Aortic insufficiency (late complication)"
"Offspring of diabetic mother","Transposition of great vessels"
"atheromas","Plaques in blood vessel walls."
"xanthomas ","Plaques or nodules composed of lipid-laden histiocytes in the skin, especially the eyelids "
"tendinous xanthoma ","Lipid deposit in tendon, especially Achilles."
"corneal arcus ","Lipid deposit in cornea, nonspecific (arcus senilis)."
"Mönckeberg","Calcification in the media of the arteries, especially radial or ulnar. Usually benign; “pipestem” arteries."
"Arteriolosclerosis","Hyaline thickening of small arteries in essential hypertension. Hyperplastic “onion skinning” in malignant hypertension."
"Atherosclerosis","Fibrous plaques and atheromas form in intima of arteries."
"Aortic dissection","Longitudinal intraluminal tear forming a false lumen. Associated with hypertension or cystic medial necrosis (component of Marfan’s syndrome). Presents with tearing chest pain radiating to the back. CXR shows mediastinal widening. Can result in aortic rupture and death."
"Atherosclerosis","Endothelial cell dysfunction → macrophage and LDL accumulation → foam cell"
,"formation → fatty streaks → smooth muscle migration → fibrous plaque → complex"
,"atheromas."
"Angina (CAD narrowing > 75%):","Stable––mostly 2° to atherosclerosis (retrosternal chest pain with exertion) b. Prinzmetal’s variant––occurs at rest 2° to coronary artery spasm c. Unstable/crescendo––thrombosis but no necrosis (worsening chest pain)"
"Chronic ischemic heart disease","progressive onset of CHF over many years due to chronic ischemic myocardial damage"
"Red (hemorrhagic) infarct","loose tissues with collaterals, such as liver, lungs, intestine, or liver, or following reperfusion."
"Pale infarcts","occur in solid tissues with single blood supply, such as heart, kidney, and spleen."
"first day of MI ","No visible change by light microscopy in first 2–4 hours"
,"Coagulative necrosis; contraction bands visible after 4 hours. Release of contents of necrotic cells into bloodstream and the beginning of neutrophil emigration"
"2 to 4 days ","Risk for arrhythmia
Tissue surrounding infarct shows acute inflammation
Dilated vessels (hyperemia) Neutrophil emigration
Muscle shows extensive coagulative necrosis"
"5 to 10 days ","Risk for free wall rupture"
,"Outer zone (ingrowth of granulation tissue)"
,"Macrophages Neutrophils"
"7 weeks ","Risk for ventricular aneurysm"
,"Contracted scar complete"
"Diagnosis of MI","In the first 6 hours, ECG is the gold standard. Cardiac troponin I rises after 4 hours and is elevated	CK-MB"
,"for 7–10 days; more specific than other protein"
,"markers. CK-MB is predominantly found in myocardium but"
,"can also be released from skeletal muscle. AST is nonspecific and can be found in cardiac, liver,"
,"and skeletal muscle cells. ECG changes can include ST elevation (transmural"
,"infarct), ST depression (subendocardial infarct),"
,"and pathological Q waves (transmural infarct)."
"MI complications","1. Cardiac arrhythmia––important cause of death before reaching hospital; common in first few days"
,"2. LV failure and pulmonary edema 3. Cardiogenic shock (large infarct––high risk of mortality) 4. Ventricular free wall rupture → cardiac tamponade; papillary muscle → severe mitral"
,"regurgitation; and interventricular septal rupture → VSD 5. Aneurysm formation––↓ CO, risk of arrhythmia, embolus from mural thrombus 6. Fibrinous pericarditis––friction rub (3–5 days post-MI) 7. Dressler’s syndrome––autoimmune phenomenon resulting in fibrinous pericarditis"
,"(several weeks post-MI)"
"transmural infarcts ","increase necrosis, affects entire wall, ST elevation on ECG "
"subendocardial infarcts ","ischemic necrosis of <50% of ventricle wall, subendocardium especially vulnerable to ischemia, due to fewer collateral, higher pressure ST depression on ECG "
"Dilated (congestive) cardiomyopathy","Most common cardiomyopathy (90% of cases). Etiologies include chronic Alcohol abuse, Beriberi, Coxsackie B virus myocarditis, chronic Cocaine use, Chagas’ disease, Doxorubicin toxicity, and peripartum cardiomyopathy."
,"Heart dilates and looks like a balloon on"
,"chest x-ray."
"Restrictive/obliterative cardiomyopathy","Major causes include sarcoidosis, amyloidosis, postradiation fibrosis, endocardial fibroelastosis (thick fibroelastic tissue in endocardium of young children), Löffler’s syndrome (endomyocardial fibrosis with a prominent eosinophilic infiltrate), and hemochromatosis (dilated cardiomyopathy can also occur)."
