,"(mmHg). PACO2 = alveolar PCO2 (mmHg). R = respiratory quotient. A-a gradient = PAO2 – PaO2 ="
,"10–15 mmHg. ↑ A-a gradient may occur in"
,"hypoxemia; causes include shunting, V/Q mismatch, fibrosis (diffusion block)."
"hypoventilation, high altitude ","1.hypoxemia 2. normal A-a gradient  3. decrease PaO2 "
"A-a gradient increase + hypoxemia ( decrease of PaO2) ","V/Q mismatch, diffusion limitation, right-to-left shunt "
"hypoxia ","decrease O2 delievery to tissue. "
,"decrease cardiac output "
,"hypoxemia "
,"Anemia, cyanide poisoning , Co poisoning. "
"ischemia ","loss of blood flow"
,"impeded arterial flow."
,"reduced veous drainage"
"V/Q mismatch","1. Apex of the lung––V/Q = 3 (wasted ventilation) 2. Base of the lung––V/Q = 0.6 (wasted perfusion)"
,"Both ventilation and perfusion are greater at the base of the lung than at the apex of the lung."
,"With exercise (↑ cardiac output), there is vasodilation of apical capillaries, resulting in a V/Q ratio that approaches 1."
,"Certain organisms that thrive in high O2 (e.g., TB) flourish in the apex."
"V/Q → 0","airway obstruction (shunt). In shunt, 100% O2 does not improve PO2."
"V/Q → ∞","blood flow obstruction (physiologic dead space). Assuming < 100% dead space, 100% O2 improves PO2."
"CO2 transport ","1. bicarbonate 90% 2. bound to hemoglobin at N terminus of globin as carbaminohemoglobin. CO2 binding favors taut form ( O2 unloaded) 3. dissolved CO2"
"In lungs, oxygenation of Hb "," lungs, oxygenation of Hb + promotes dissociation of H from Hb. This shifts equilibrium toward CO2 formation; therefore, CO2 is released from RBCs (Haldane effect)."
,"In peripheral tissue, ↑ H+ from tissue metabolism shifts curve to right, unloading O2 (Bohr effect"
"Response to high altitude","1. Acute ↑ in ventilation 2. Chronic ↑ in ventilation 3. ↑ erythropoietin → ↑ hematocrit and hemoglobin (chronic hypoxia) 4. ↑ 2,3-DPG (binds to hemoglobin so that hemoglobin releases more O2) 5. Cellular changes (↑ mitochondria) 6. ↑ renal excretion of bicarbonate (e.g., can augment by use of acetazolamide) to"
,"compensate for the respiratory alkalosis 7. Chronic hypoxic pulmonary vasoconstriction results in RVH"
"response to exercise ","1.V/Q ratio from apex to base becomes more uniform. 2. increase pulmonary blood flow due to increase cardiac output 3. no change in PaO2 and Pa CO2 but increase veneous CO2 content. "
"pulmonary embolus ","prevent by heparin "
"Homan's sign ","dorsiflexion of foot = tender calf muscle. "
"Chronic Bronchitis blue bloater ","Hypertrophy of mucus-secreting glands in the bronchioles.  Productive cough for > 3 consecutive months in ≥ 2 years. Disease of small airways.Findings––wheezing, crackles, cyanosis."
"Reid index","gland depth / total thickness of bronchial wall; in COPD, Reid index > 50%."
"Emphysema","(“pink puffer,” barrel-shaped chest)"
,"Enlargement of air spaces and ↓ recoil resulting from destruction of alveolar walls."
,"↑ elastase activity. ↑ lung compliance due to loss of elastic"
,"fibers. Exhale through pursed lips to ↑ airway pressure and prevent airway collapse during exhalation."
,"Findings––dyspnea, ↓ breath sounds, tachycardia, ↓ I/E ratio."
"centriacinar emphysema ","caused by smoking."
"Panacinar","α1-antitrypsin deficiency (also"
,"liver cirrhosis)."
"Paraseptal emphysema","associated with"
,"bullae → can rupture → spontaneous pneumothorax; often in young, otherwise healthy males."
"Asthma","Bronchial hyperresponsiveness causes reversible bronchoconstriction. Smooth muscle hypertrophy and Curschmann’s spirals (shed epithelium from mucous plugs)."
,"Can be triggered by viral URIs, allergens, and stress."
,"Findings: cough, wheezing, dyspnea, tachypnea, hypoxemia, ↓ I/E ratio, pulsus paradoxus, mucus plugging."
"Bronchiectasis","Chronic necrotizing infection of bronchi → permanently dilated airways, purulent sputum, recurrent infections, hemoptysis."
,"Associated with bronchial obstruction, CF, poor ciliary motility, Kartagener’s syndrome. Can develop aspergillosis."
" Poor breathing mechanics (extrapulmonary, peripheral hypoventilation):","Poor muscular effort––polio, myasthenia gravis
b. Poor structural apparatus––scoliosis, morbid obesity"
"Interstitial lung diseases (pulmonary, lowered diffusing capacity):","a. Adult respiratory distress syndrome (ARDS) b. Neonatal respiratory distress syndrome (hyaline membrane disease) c. Pneumoconioses (coal miner’s silicosis, asbestosis) d. Sarcoidosis e. Idiopathic pulmonary fibrosis (repeated cycles of lung injury and wound
healing with ↑ collagen) f. Goodpasture’s syndrome
g. Wegener’s granulomatosis h. Eosinophilic granuloma (histiocytosis X)
i. Drug toxicity (bleomycin, busulfan, amiodarone)"
"silicosis ","associated with foundries, sandblasting, and mines. Macrophages respond to silica and release fibrogenic factors, leading to fibrosis. Increase TB. Affect upper lobes. “eggshell” calcification of hilar lymph nodes. "
"asbetosis ","Diffuse pulmonary interstitial fibrosis caused by inhaled asbestos fibers. ↑ risk of pleural mesothelioma and bronchogenic carcinoma. Long latency. Ferruginous bodies in lung (asbestos fibers coated with hemosiderin). Ivory-white pleural plaques."
,"Mainly affects lower lobes."
"asbestos bodies ","Golden-brown, fusiform rods, resembling dumbbells, located inside macrophage. "
"Neonatal respiratory distress syndrome","Surfactant deficiency leading to ↑ surface tension, resulting in alveolar collapse. Risk factor= premature, maternal diabetes ( due to increased insulin), cesarean delievery ( decrease release of fetal glucocorticoids) "
,"Treatment: maternal steroids before birth; artificial surfactant for infant."
"Surfactant–","–dipalmitoyl phosphatidylcholine."
"persistantly low O2 tension ","risk if PDA "
"therapeutic supplemental O2 ","retinopathy of prematurity "
"Adult respiratory distress syndrome (ARDS","May be caused by trauma, sepsis, shock, gastric aspiration, uremia, acute pancreatitis, or amniotic fluid embolism. Diffuse alveolar damage → ↑ alveolar capillary permeability → protein-rich leakage into alveoli. Results in formation of intra-alveolar hyaline membrane. Initial damage due to neutrophilic substances toxic to alveolar wall, activation of coagulation cascade, or oxygen-derived free radicals"
"Sleep apnea","Person stops breathing for at least 10 seconds repeatedly during sleep."
,"Central sleep apnea––no respiratory effort. Obstructive sleep apnea––respiratory effort"
,"against airway obstruction. Associated with obesity, loud snoring, systemic/"
,"pulmonary hypertension, arrhythmias, and"
,"possibly sudden death."
"bronchial obstruction ","absent/ decrease affected area of breath sounds. Decrease resonance, decrease fremitus, tracheak deviated to side of lesion"
"pleural effusion ","decrease over effusion of breath sounds, dulless of resonance, decrease fremitus, "
"Pneumonia ( lobar","may have bronchial breath sounds over lesion of breath sounds. Dullness of resonance . Increase freminus, "
"tension pneumothorax ","decrease breath sounds, hyperresonant, absent of fremitus, away from side of lesion. "
"lung cancer complication ","1. recurrent laryngeal symptoms= hoarseness "
,"2. effusions ( pleural or pericardial) "
"mesothelioma ","psammoma bodies "
"Large cell carcinoma","Highly anaplastic undifferentiated tumor; poor prognosis; less tendency to metastasize and less responsive to chemotherapy. Removed surgically."
,"Pleomorphic giant cells with leukocyte fragments in cytoplasm."
,"peripheral "
"Small cell (oat cell) carcinoma","Undifferentiated → very aggressive; often associated with ectopic production of ACTH or ADH; may lead to Lambert-Eaton syndrome (autoantibodies against calcium channels). Responsive to chemotherapy."
,"Neoplasm of neuroendocrine Kulchitsky cells → small dark blue cells"
,"Central"
"adenocarcinoma: Bronchial bronchioloalveolar","Develops in site of prior pulmonary inflammation or injury (most common lung cancer in nonsmokers and females).
Not linked to smoking. Grow along with airway. Can present like pneumonia. Can result in hypertrophic osteoarthropathy. Both type Clara cell= typer II pneumocytes, multiple densities on X-ray of chest. "
,"peripheral "
"squamous cell carcinoma ","Hilar mass arising from bronchus; Cavitation; Clearly linked to Smoking; parathyroid-like activity → PTHrP"
,"Keratin pearls and intercellular bridges."
,"central "
"Lobar","Pneumococcus most frequently"
,"Intra-alveolar exudate → consolidation; may involve entire lung"
"Bronchopneumonia","S. aureus, H. flu, Klebsiella, S. pyogenes"
,"Acute inflammatory infiltrates from bronchioles into adjacent alveoli; patchy distribution involving ␣ 1 lobes "
"Interstitial (atypical) pneumonia","Viruses (RSV, adenoviruses), Mycoplasma, Legionella, Chlamydia"
,"Diffuse patchy inflammation localized to interstitial areas at alveolar walls; distribution involving ␣ 1 lobes ("
"Lung abscess","Localized collection of pus within parenchyma, usually resulting from bronchial obstruction (e.g., cancer) or aspiration of gastric contents (especially in patients predisposed to loss of consciousness, e.g., alcoholics or epileptics). Often due to S. aureus or anaerobes."
"Transudate","↓ protein content. Due to CHF, nephrotic syndrome, or hepatic cirrhosis."
"Exudate","↑ protein content, cloudy. Due to malignancy, pneumonia, collagen vascular disease,"
,"trauma."
"Lymphatic","Milky fluid; ↑ triglycerides."
