"PaCO2=","1.5x(HCO3+8±2)"
"DKA patient","be aware of respiratory failure due to low PaCO2."
,"1% of filtered sodium is excreted. 40 ‐ 50% of filtered urea is excreted."
"Skeletal muscles","intracellular calcium pool; Smooth muscles: extracellular calcium via V‐gated"
"Myasthenia gravis:","a. Waxing and waning progressive weakness of certain voluntary muscles, esp. CNs b. Progressive weakening during continued activity c. Rapid restoration of strength of affected muscles with rest d. Improvement in strength following cholinesterase inhibitors"
,"e. Reduced end plate potential"
"Scopolamine","selective M antagonist"
"Mallory Weiss","vomitingmetabolic alkalosis"
"Ileum and colon release peptide YY"," binds to enterochromaffin‐like (ECL) cells, inhibiting"
,"gastrin‐stimulated histamine release from ECLs."
"Cephalic and gastric phases"," stimulate gastric acid secretion"
" CCK","gallbladder contraction + pancreatic enzyme secretion "
"VIP (produced in pancreas)","stimulates intestinal water secretion + counteracts gastrin +"
,"promotes HCO3 secretion."
" Panic attack","hyperventilation↓PCO2"
"Aortic regurgitation","bounding pulses, head‐bobbing"
"Anaphylaxis: ","dilation of arterioles and veins."
"ADH:","V2 receptor in collecting ductboth water and urea reabsorption."
"Relative polycythemia","Normal RBC mass. Absolute: increase RBC mass"
"After insulin infusion for DKA: "," ↓ketone bodies↑HCO3‐."
"CO","doesn't increase PaO2. It decreases O2 content "
"Type I slow twitch fibers ","ow‐level sustained force (postural): high myoglobin (O2 storage)"
,"and mitochondrial concentrations. Type II are the big muscles."
"Filtration fraction (FF)","GFR / RPF."
"Cardiac conduction velocity","slowest in AV node, fastest in Purkinje. Atrial muscle is faster than ventricular muscle conduction."
"Veripamil","Ca+ blocker"
"Nitroprusside","venous and arterial vasodilatordecrease afterload"
"PAH ","can calculate RPFRBF, don't forget hematocrit"
"Sleep apnea","systemic and pulmonary vasoconstriction + sympathetic cardiac stimulation"
,"pulmonary hypertension and RHF"
"Atrial arrhythmia","absent P waves"
"Bone mass differences:"," genetic factors play the big role, then environmental factors like"
,"supplements, and physical activity."
"Exercise: ","Arterial O2 and CO2 content are well controlled by homeostatic mechanisms. Venous"
,"content is not."
"Furosemide"," loop, inhibits Na‐K‐Cl symporters + stimulate prostaglandin release (vasodilation"
,"increase RBF)."
"concurrent use","loop diuretics and NSAIDs (inhibits prostaglandin)"
"Anaphylaxis","mast cell degranulationtryptase"
"Progesterone","prevents lactation in 3rd trimester."
"Vagal stimulation","bronchi constrictionincrease work of breathing"
"Allergic triad","allergic rhinitis / atopic dermatitis / asthma. Use methacholine to induce bronchoconstriction in asthma."
"Phenoxybenzamine","non‐selective alpha‐adrenergic antagonist used in pheochromocytoma."
"1g of protein / carbohydrate ","4 cal, 1g of fat = 9 cal."
"Contraction ","begins when depolarization allows calcium from ECF to enter cell through voltage‐"
,"dependent Ca2+ channelsstimulates ryanodine receptorsrelease of calcium from SR."
"Packed RBC transfusion ","has citrate which will chelate Ca2+  hypocalcemia."
". PAH concentration","the lowest at Bowman's capsule. Excreted amount >> filtered amount."
"CF's Cl‐ channel","ATP‐gated."
"Shock","↓RPF↑ATIIefferent arteriole constrictionrescue some GFRGFR won't"
,"decrease too much↑FF"
">60% of filtered fluid","reabsorbed in PT."
"Pulmonary embolism","dyspnea + swelling of calf."
"Aldosterone","stimulate H+ secretion from intercalated cells of collecting tubules"
"pulmonary vascular resistance ","lowest at functional residual capacity (Chest wall expansion"
,"force = lung recoil force). Inhalation increases PVR due to the pressure placed on pulmonary vessels by the expanding alveoli. Forced exhalation increases PVR due to the collapsing positive pressure placed on the lung parenchyma."
"The heart","has the highest oxygen demand, so it's venous blood has the lowest oxygen content."
"In chronic renal failure","Calcium is decreased due to retention of phosphate and decreased vit D"
,"secondary hyperparathyroidism"
"In poor alveolar ventilation, ","the alveolar PO2 is close to the arterial PO2. In poor alveolar"
,"perfusion, the alveolar PO2 is a bit less than the tracheal PO2. In complete shunt, alveolar PO2 is"
,"equal to tracheal PO2."
"Dobutamine","increases heart contractility."
"First 14 days of menstrual cycle","proliferative phase (glands are tubular, and narrow, lined with"
,"pseudostratified, elongated, mitotically active epithelial cells)"
" Last 14 days","luteal phase"
,"(edematous endometrial stroma, tortuous spiral arteries)"
"Restrictive lung diseases"," associated with decreased lung volumes and increased peak"
,"expiratory flow rates due to radial traction exerted on the conducting airways by the fibrotic"
,"lung."
"AV shunt ","allows arterial blood to enter venous blood directlyincrease preload in heart"
"Paroxysmal supraventricular tachycardia","a common dysrhythmia that frequently occurs in"
,"patients with no other heart disease. The cause is typically a re‐entrant circuit in the AV node. Episodes are treated with adenosine in hospital, but carotid sinus massage and Valsalva can also be used."
"Valsalva maneuver and standing position ","can be used to differentiate between various causes of systolic murmur in left heart. They decrease venous returnreducing left ventricular volume. Mitral valve prolapse and hypertrophic cardiomyopathy murmur become more audible. Squatting and Valsalva release (increase venous return) have opposite effect."
"S3 sound ","results from left ventricular failure or restrictive cardiomyopathy. S3 can be accentuated by lying on the left and exhale fully."
" Medullary collecting duct","ADH; "
"Cortical collecting duct"," aldosterone"
"Down to terminal bronchiles","ciliated cells to clear dust; down to smallest bronchi: mucus‐"
,"secreting cells."
"ANP:","a. Kidney: dilates afferent arterioles, limits Na+ reabsorption (in PT) and inhibits renin secretion"
,"b. Adrenal gland: restricts aldosterone secretion c. Blood vessels: relaxes vascular smooth muscles in arterioles and venules, increases"
,"capillary permeability."
"selection bias.","Always look for volunteering in the study "
"Proficiency bias:","different skill levels of the physicians affect outcomes of the treatment."
"p value","provides Type I error (if null hypothesis were rejected). Type II error = 1 ‐ Power. It"
,"represents the likelihood that the study results do not accurately reflect results in the larger"
,"population."
"Primary prevention ","will decrease incidence, and then mortality rate decline will follow."
"Case series","ollects detailed info about people who are all believed to have the same disease or"
,"condition. No control group, and it does not classify participants as having / not having a risk"
,"factor."
"Case control studies","odds ratio = AD/BC"
"Cohort ","relative risk = [A/(A+B)] / [C/(C+D)]"
"Lower threshold"," increase NPV"
"Berkson's bias:","selection bias"
"Pygmalion effect:"," researcher's beliefs in efficacy of treatment can affect the outcome"
"Hawthorne effect:","tendency of a study population to affect an outcome due to the knowledge of being studied."
"Attributable risk percent (ARP)","(RR‐1)/RR = excess risk in a population that can be explained by exposure to a particular risk factor."
"3 most common cancers (incidence) in women","Breast, lung, colon."
"3 most common cancer deaths in women","Lung, breast, colon"
"Smoking cessation","can decrease mortality risk greatly."
"Effect modification","when the effect of a main exposure on an outcome is modified by another"
,"variable. It is not a bias. It's a natural phenomenon that should be described, not corrected."
"Matching","one method to control confounding (case‐control)."
"Observer's bias:","Ascertainment (sampling) bias: caused by observing a sample instead of the whole population."
"NNT","1 / ARR. ARR = C/(C+D) ‐ B/(A+B)."
"If p value is larger"," it probably means that the sample size is not big enough."
" PPV will ↑","with prevalence, and NPV will ↓ with prevalence."
"A reliable (precise) test","is reproducible. Validity is accuracy."
"Latent period","is important in chronic disease epidemiology. An extended period of continuous"
,"exposure may be required before the outcome is affected."
"Lost to follow‐up ","can result in selection bias."
"MD","CL/Cpss /F."
"Dosing rate"," Css / CL."
,
,
"relative risk","RR= ( a/a+b) /( C/C+b) "
"attributable risk ","AR= ( a/a+b) -( c/c+d) "
"henserson hasselbalch ","pH= pKa + log ( HCO3) / 0.03 PCO2 "
"Volume of distribution ","Vd= amount of drug in the body/ plasma drug concentration "
"clearance ","CL= rate of elimination of drug/ plasma drug concentration "
"half life ","T 1/2= 0.7 * Vd/ CL"
"loading dose ","Ld= Cp * Vd/ F "
"maintenance dose ","MD= Cp * CL/ F "
"cardia output ","CO= Rate of O2 consumption / ( arterial O2 content – venous O2 content) "
"cardiac output ","CO= strock volume * total peripheral resistance "
"mean arterial pressure ","MAP= cardiac output * total peripheral resistance "
"mean arteral  pressure ","MAP= 1/3 systolic + 2/3 diastolic "
"stroke volume ","SV= end diastolic volume – end systolic volume "
"ejection fraction ","EF= stroke volume/ end diastolic volume * 100 "
"resistance ","R= driving pressure/ flow = 8 ( voscosity) * length / r4"
"GFR ","GFR = U inulin * V/ P inulin = C inulin "
"effective renal plasma flow","UpaH * V/ PpAH = CPAH"
"renal blood flow ","RBF= RPF/ ( 1-Hct) "
"Filtration fraction (FF)","ff= GFR/ RPF "
"Free water clearance ","CH2O= V-Cosm "
"physiology dead space ","VD= VT * ( PaCO2 -PeCO2) / Pa CO2"
